context_id,question
-6249792067824576010,زبان تاتی در کدام قسمت از ایران است؟
-6249792067824576010,چه تعداد دهستان در شهرستان بوئین‌زهرا وجود دارد؟
-6249792067824576010,اصالت اهالی سگزآباد در بوئین‌زهرا چیست؟
5532665175743255771,چه کسانی احادیث صحابه را مطلق و لازم‌الاجرا نمی‌دانستند؟
5532665175743255771,جانشین اهل حدیث چه کسانی بودند؟
5532665175743255771,معتزله برخلاف کدام نحله است؟
5532665175743255771,معتزله چه چیزی را برای پذیرش اسلام کافی می‌دانستند؟
5532665175743255771,اشاعره کدام عقاید را مردود می‌دانستند؟
5532665175743255771,اشاعره جانشین چه کسانی بودند؟
5532665175743255771,به اعتقاد معتزله در تعارض عقل و حدیث کدام مقدم است؟
5532665175743255771,معتزله کدام نظرات را با این مخلوط می‌کردند؟
5532665175743255771,جمع میان معتزله و اهل حدیث چه کسانی هستند؟
5532665175743255771,بسیاری از فقها چه چیزی را مطلق می‌دانستند؟
-8738083282608064562,بنیان‌گذار مکتب ماتریدی چه کسی بود؟
-8738083282608064562,ابومنصور ماتریدی بنیان‌گذار کدام مکتب بود؟
7817048992483743744,سومین مذهب پرجمعیت اهل سنت چیست؟
7817048992483743744,ابوعبدالله محمد ادریس شافعی مذهب شافعی را از ترکیب کدام دو مذهب تاسیس کرد؟
7817048992483743744,کتاب الرساله از ابوعبدالله شافعی در چه مورد است؟
7817048992483743744,فقه شافعی پیرو کدام شخص است؟
7817048992483743744,کتاب ابوعبدالله محمد ادریسی شافعی چه نام داشت؟
7156604659430745947,گردآوری قرآن به صورت کتاب چقدر طول کشید؟
7156604659430745947,قرآن بصورت کتاب توسط چه کسانی گردآوری سد؟
7156604659430745947,سنت‌های شفاهی ضبط شده  از پیامبر و اسلام چه نام دارد؟
7156604659430745947,قدرت هر حدیث چگونه قضاوت(سنجیده)می‌شود؟
5872154083548176408,عهد در زبان فارسی به چه معناست؟ 
-7485524653878780988,طی کدام سال‌ها کارل فریش طرحی مدرن را برای همدان طراحی کرد؟
-7485524653878780988,طبق مصوبه مجلس شورای اسلامی پایتخت تاریخ و تمدن ایران کدام شهر است؟
-7485524653878780988,در چه سالی مجلس شورای اسلامی در مصوبه‌ای همدان را پایتخت تاریخ و تمدن ایران اعلام کرد؟
-7485524653878780988,همدان پایتخت کدام شاهنشاهی ایرانی بوده است؟
-7485524653878780988,یکی از نمادهای پیشینهٔ ایران در فرهنگ جهان و دانش و علم به‌شمار می‌رود کدام بنا در همدان می‌باشد؟
-7485524653878780988,ارتفاع شهر همدان از سطح دریا چند متر است؟
-7485524653878780988,شهر همدان در دامنه کدام کوه واقع شده است؟
-7485524653878780988,در چه سالی همدان به عنوان یکی از کلانشهرهای ایران معرفی شد؟
-7485524653878780988,مجلس شورای اسلامی در مصوبه‌ای شهر همدان را با چه نامی تصویب کرد؟
-7485524653878780988,از کدام شهر به عنوان اولین پایتخت نخستین شاهنشاهی ایران یاد می‌شود؟
-7485524653878780988,پنجمین شهر فرهنگی و توریستی کشور کدام شهر ایران است؟
-7485524653878780988,کدام شهر چهاردهمین شهر پرجمعیت ایران است؟ 
3691884081830417609,تلویزیون در چه سالی در استان همدان شروع به کار کرد؟
3691884081830417609,شبکه‌ی استانی سیمای مرکز همدان در چه سالی افتتاح شد؟
3691884081830417609,۱۳۴۹ تلویزیون در کدام استان ایران شروع به کار کرد؟
6210774359444851716,شهرک صنعتی باغ بهشت کجاست؟
6210774359444851716,کیلومتر ۱۲ همدان_تهران کدام شهرک صنعتی قرار دارد؟
6210774359444851716,ناحیه صنعتی گنبد کجاست؟
6210774359444851716,شهرک صنعتی بوعلی کجاست؟
6210774359444851716,کیلومتر ۲۵ جاده همدان_ملایر کدام شهرک صنعتی قرار دارد؟
6210774359444851716,ناحیه صنعتی قهاوند کجاست؟
6210774359444851716,در حال حاضر همدان چند شهرک صنعتی دارد؟
6210774359444851716,استان همدان دارای چند شهرک صنعتی است؟ 
6210774359444851716,کیلومتر ۵ محور قهاوند_ملایر کدام شهرک صنعتی قرار دارد؟
6210774359444851716,شهرک‌های صنعتی همدان در چه سالیق تاسیس شد؟
371155079472697327,ویلیامز جکسن مستشرق و زبانشناس آمریکایی در سال چند شمسی از همدان دیدار کرده‌است؟
371155079472697327,ویلیامز جکسن مستشرق و زبانشناس اهل کجا بود؟
371155079472697327,بیگ از القاب ترکی و به چه معناست؟
-8013541717540932617,کدام شاه فرمان مشروطیت را در ۱۴ مرداد ۱۲۸۵ شمسی امضا کرد؟
-8013541717540932617,مظفرالدین شاه فرمان مشروطیت را در چه تاریخی امضا کرد؟
-8582734471897531897,عارف در چه سالی فوت کرد؟
-8582734471897531897,بابا طاهر در قرن چندم زندگی می کرد؟
-8582734471897531897,نثر نمایشنامه‌نویسِ دوران مشروطیت چه کسی بود؟
-8582734471897531897,ابن سینا در چه سالی درگذشت؟
-8582734471897531897,عارف قزوینی اواخر عمر در کدام دره زندگی می‌کرد؟
-8582734471897531897,ابن سینا در کدام شهر به دنیا آمد؟
-8582734471897531897,عارف در کنار چه کسی دفن شد؟
-8582734471897531897,میرزاده عشقی شاعر چه دورانی است؟
-8582734471897531897,همدان پایتخت کدام سلسله بود؟
-8582734471897531897,پایتخت آل‌بویه کدام شهر بود؟
-8582734471897531897,چه کسی ابن سینا را وزیر خود ساخت؟
-8582734471897531897,ابن صلاح پزشک چه قرونی بود؟
-8582734471897531897,آرامگاه ابوعلی سینا در کدام شهر است؟
-8582734471897531897,عین القضات عارف چه قرنی است؟
-8582734471897531897,خواجه رشیدالدین فضل‌الله در چه قرنی وزیر بود؟
-8582734471897531897,میر سید علی در چه قرنی می‌زیست؟
-8582734471897531897,ابوالعلی حسن عطار از بزرگان چه قرنی است؟
-8582734471897531897,خرمیثین از توابع کدام شهر است؟
-8582734471897531897,بوعلی سینا در چه سالی به دنیا آمد؟
-8582734471897531897,ابن سینا در چه سالی وارد همدان شد؟
-8582734471897531897,درهٔ زیبای مرادبیگ در کدام شهر است؟
-8582734471897531897,نویسندهٔ قدیمی‌ترین کتاب در فن مقامهنویسی کیست؟
-8582734471897531897,بوعلی سینا در کدام شهر درگذشت؟
-8582734471897531897,تخصص ابن صلاح چه بود؟
-8582734471897531897,باباطاهر شاعر چه قرنی است؟
3944425988603593964,در قرن دهم و یازدهم همدان پایتخت کجا بوده است؟
3944425988603593964,همدان دوبار توسط چه افرادی مورد حمله قرار گرفت؟
3944425988603593964,همدان در دوره کدام حکومت پایتخت و مرکز سیاسی بود؟
3944425988603593964,بنیانگذار سلسلۀ آل زیار چه کسی بود؟
3944425988603593964,شرح ملاقات‌های باباطر و طغرل در چه کتابی آمده است؟
3944425988603593964,آرامگاه ابوعلی سینا در کجا قرار دارد؟
3944425988603593964,مرداویج کدام مجسمه سنگی را در همدان خرد کرد؟
3944425988603593964,مغولان در تعقیب چه کسی بودند؟
3944425988603593964,سلطان ملکشاه سلجوقی در کجا دفن است؟
3944425988603593964,چه کسانی به عنوان علویان در همدان حکومت کردند؟
3944425988603593964,یکی از بناهای معروفحکومت علویان در همدان چه نام دارد؟
3944425988603593964,همدان در دوره کدام حکومت پایتخت و مرکز سیاسی بود؟
3944425988603593964,باباطاهرهم زمان با کدام پادشاه سلجوقی بود؟
3944425988603593964,چه کسی وزیر شمس‌الدوله دیلمی بود؟
3395023421725254838,انکسیس در یونانی به چه معناست؟
3395023421725254838,چه ماهی دومین ماه سال در سال 700 پیش از میلاد بوده است؟
3395023421725254838,در طول چه دورانی طول ماه آوریل 29 روز در نظر گرفته شد؟
3395023421725254838, گمان برده می شود که نام آوریل از چه واژه ای گرفته شده است؟
3395023421725254838,نام آوریل برای تقدیس کدامیک از خدایان برگزیده شده بود؟
6351275415894136018,جوادی آملی از فاضل تونی چه درسی را آموخت؟
6351275415894136018,جوادی آملی در چه سالی وارد حوزه علمیه شد؟
6351275415894136018,جوادی آملی تفسیر قرآن، بخشی از شرح منظومه، بخش‌های الهیات و عرفان اشارات و مبحث نفس اسفار را از چه کسی آموخت؟
6351275415894136018,درس خارج از فقه و اصول را جوادی آملی از چه کسی آموخت؟
6351275415894136018,جوادی آملی شرح فصوص‌الحکم را پیش چه کسی تلمذ کرد؟
6351275415894136018,جوادی آملی وارد کدام حوزه علمیه شد؟
6351275415894136018,جوادی آملی از محضر  محمدتقی آملی کدام دروس را آموخت؟
6351275415894136018,جوادی آملی با راهنمایی محمدتقی آملی تحصیلات خود را در کجا ادامه داد؟
6351275415894136018,جوادی آملی با راهنمایی چه کسی  تحصیلات خود را در مدرسه مروی ادامه داد؟
6351275415894136018,جوادی آملی در چه سالی وارد تهران شد؟
6351275415894136018,جوادی آملی مدت کوتاهی در کدام حوزه علمیه بود؟
9165472157834786832,فاصله بلندترین مکان از سطح دریا در جزیره گزو چقدر است
9165472157834786832,تادبیگی نام چه مکانی در کشور مالت است
9165472157834786832,نام بام یا بلندترین مکان در کشور مالت چیست
9165472157834786832,مساحت کشور مالت چقدر است
9165472157834786832,نام جزایر مسکونی کشور مالت چیست
9165472157834786832,فاصله از سطح دریا در بلندترین مکان در کشور مالت چقدر است
9165472157834786832,نام جزایر غیر مسکونی کشور مالت چیست
9165472157834786832,بلندترین مکان در کشور مالت کجاست
9165472157834786832,فاصله کشور مالت تا شمال لیبی چقدر است
-5353187126091254439,مالت چه نوع حکومتی دارد؟
-5353187126091254439,بریتانیا تا چه سالی در مالت ماندند؟
-5353187126091254439,ناپلئون بناپارت چه کسانی را از جزیرۀ مالت اخراج کرد؟
-5353187126091254439,نیروهای بریتانیایی در طول جنگ اول جهانی، از مالت به عنوان پایگاهی دریایی در برابر چه کسانی استفاده کرد؟
-5353187126091254439,جزایر مالت توسط چه کسی در 1798 میلادی فتح شد؟
-5353187126091254439,در سال ۱۹۲۱، مالت به چه صورتی درآمد؟
-5353187126091254439,در چه سالی مالت به صورت یک دومینیون درآمد؟
-5353187126091254439,مالت در چه سالی استقلال خود را باز پس گرفت؟
-5353187126091254439,شوالیه‌های سنت جان از کدام کشور اخراج شدند؟
-5353187126091254439,نیروهای بریتانیا در طول کدام جنگ از مالت به عنوان پایگاهی دریایی در برابر نیروهای متحدین استفاده کردند؟
-5353187126091254439,نیروهای بریتانیایی در طول جنگ اول جهانی، از کدام کشور  به عنوان پایگاهی دریایی در برابر نیروهای متحدین استفاده کردند؟
-5353187126091254439,در سال 1798 میلادی ناپلئون بناپارت کدام جزایر را فتح کرد؟
-5353187126091254439,مردم مالت با پشتیبانی نیروهای بریتانیایی، علیه چه کسانی شوریدند؟
-5353187126091254439,مالت از زیر یوغ کدام کشور بیرون آمد و به استقلال رسید؟
-5353187126091254439,در چه سالی مالت مستعمره بریتانیای کبیر شد؟
-5353187126091254439,در سال 1800 مالت مستعمره کدام کشور شد؟
-5353187126091254439,شوالیه‌های سنت جان از جزایر مالت توسط چه کسی اخراج شدند؟
-5353187126091254439,نیروهای بریتانیایی در طول جنگ اول جهانی، از مالت به چه عنوانی  در برابر نیروهای متحدین استفاده کردند؟
-5353187126091254439,در چه سالی جزایر مالت توسط فرانسه فتح شد؟
-5353187126091254439,مردم مالت با حمایت کدام نیروها علیه فرانسویان قیام کردند؟
-5353187126091254439,کدام نیروهای بریتانیا تا سال 1979 در مالت مانده بودند؟
-5353187126091254439,مالت چند سال مستعمره بود؟
8894419247500791589,معنای ییدیش چیست؟
-8540138665099196159,فرهنگ یهودی در کجا شکل گرفت؟
-8540138665099196159,واژه هایی از ادبیات قوم یهو بر چه گویشی تاثیر گذاشت؟
-8540138665099196159,این گویش از چه زبانی تاثیر پذیرفته؟
-8540138665099196159,گویش یهودیان به چه گویشی بوده است؟
-8540138665099196159,گویش المانی را با چه واژه هایی نشامند کردند؟
-8540138665099196159,کاست و افزود ها در گویش المانی به چه دلیلی بود؟
-378390615202872589,تمایز میان چه چیزی با ساختار کلمه به‌طور کامل واضح نیست؟
-378390615202872589,با ازودن یک وند مشتق به کلمه چه چیزی درست می‌شود؟
-378390615202872589,مشتق شامل چه بندهایی است؟
-378390615202872589,in در کلمۀ  independent چه نوع پیشوندی است؟
-378390615202872589,dog catcher چه نوع کلمه‌ای است؟
-378390615202872589,چه کسانی برای ارائه یک قانون برای دستور و ساختار کلمه شکست خورده‌اند؟
-915134614809344979,برای واحد اندازه‌گیری کار گاهی از چه واحدی استفاده می‌کنند؟
-915134614809344979,در سامانه استاندارد بین‌المللی یکاها یا SI واحد کار چیست؟
-915134614809344979, واحد اندازه‌گیری گشتاور چیست؟
-915134614809344979,کار نیرویی برابر یک نیوتن در جابجایی چند متر است؟
5381118403662623438,فقره خود به چه معناست؟
5381118403662623438,ذوالفَقار به چه معناست؟
-5504605062041670531,محمد معین پایان‌نامه خود را به چه زبانی نوشت؟
-5504605062041670531,پایان‌نامه محمد معین در چه موردی بود؟
-5504605062041670531,محمد معین در دانشسرای عالی در چه رشته ای به تحصیل پرداخت؟
-5504605062041670531,محمد معین دوره‌ی دوم متوسطه را در کدام دبیرستان به سرانجام رساند؟
-3132400992595321208,فرهنگ معین در چه انتشاراتی به چاپ رسیده‌ است؟
-3132400992595321208,آیینه سکندر در کدام مجله به چاپ رسید؟
-3132400992595321208,یکی از آثار محمد معین؟
-3132400992595321208,سال چاپ کتاب ستاره ناهید چیست؟
4861816501298287502,طبق اساسنامه مصوب شورای دانشگاه ریاست لغت نامه به چه کسی تحویل داده شد؟
4861816501298287502,سازمان لغت نامه در سال۱۳۳۶ به چه دانشگاهی انتقال یافت؟
4861816501298287502,در سال ۱۳۳۶  ریاست سازمان لغت‌نامه به عهده چه کسی گذاشته شد؟
4861816501298287502,در سال ۱۳۲۵ چاپ کدام لغت‌نامه آغاز شد؟
4861816501298287502,محمد معین در چه سالی ازدواج کرد؟
4861816501298287502,ریاست سازمان لغت‌نامه به چه کسی سپرده شد؟
4861816501298287502,طبق وصیت دهخدا ،معین به چه ریاستی منصوب شد؟
4861816501298287502,سازمان لغت نامه از منزل شخصی دهخدا به کجا انتقال یافت؟
4861816501298287502,محمد معین در سال۱۳۲۵ به همکاری چه کسی برگزیده شد؟
4861816501298287502,لغت نامه معین با همکاری چه کسی برگزیده شد؟
4861816501298287502,محمد معین در چه سالی ازدواج کرد؟
4861816501298287502,در سال ۱۳۳۴ سازمان لغتنامه از منزل دهخدا به کجا منتقل شد؟
4861816501298287502,در چه سالی سازمان لغت‌نامه به دانشکده‌ی ادبیات دانشگاه تهران منتقل شد؟
4861816501298287502,محمد معین در چه سالی ازدواج کرد؟
4861816501298287502,حاصل زندگی محمد معین چند فرزند بود؟
4183421054411008753,محمد معین برای معالجه به کدام کشور منتقل شد ؟
4183421054411008753,محمد معین درچه سالی درگذشت ؟
6372901909485181466,باشگاه یوونتوس در دهه شصت چند بار موفق به قهرمانی در جام حذفی ایتالیا شد؟
6372901909485181466,در چه تاریخی اومبرتو آنیلی هدایت باشگاه یوونتوس را به دست گرفت؟
6372901909485181466,سه عنوان قهرمانی باشگاه یوونتوس در دهه شصت توسط چه مربیانی به دست آمد؟
6372901909485181466,در چه فصلی هریبرتو هررا نیمکت یوونتوس را ترک کرد؟
6372901909485181466,چند نمونه از ستارگان باشگاه یوونتوس را نام ببرید.
6372901909485181466,اومار سیووری در چه سالی موفق به دریافت توپ طلای اروپا شد؟
6372901909485181466,چه کسی جانشین هریبرتو هررا شد؟
6372901909485181466,باشگاه یوونتوس در دهه شصت چند بار قهرمان سری آ شد؟
6372901909485181466,اومبرتو آنیلی تا چه سالی مدیر باشگاه یوونتوس بود؟
6372901909485181466,چرا در سال 1962 اومبرتو آنیلی از مدیریت باشگاه یوونتوس کناره گیری کرد؟
6372901909485181466,دو ستاره بزرگ باشگاه یوونتوس را نام ببرید.
6372901909485181466,طی چه سال هایی مدیریت باشگاه یوونتوس به ویتوره کاتلا واگذار شده بود؟
6372901909485181466,دهمین قهرمانی باشگاه یوونتوس در چه فصلی رقم خورد؟
-8114000288847517589,کربی جدید یوونتوس چه کسی بود؟
3247162797495400969,سرچشمه رودخانه نیل در چه استانی قرار گرفته؟
3247162797495400969,دریاچه ویکتوریا نیز یکی از منابع آبی مهم بزرگ کجاست؟
3247162797495400969,سرچشمه کدام رودخانه در استان بوروری قرار گرفته؟
3247162797495400969,یکی از منابع آبی مهم بزرگ بوروندی چیست؟
3247162797495400969,رودخانه نیل از طریق کدام دریاچه به آب های بالا دستی نیل پیوند دارد؟
670193068920576528,فلات‌ایران حدود چندسال پیش زیر آب بود؟
670193068920576528,از برخورد صفحات قاره ای کوه زایی آلپ و هیمالیا کدام رشته کوه به وجود آمد؟
670193068920576528,کدام کویر های ایران در گذشته دریاچه بودند؟
670193068920576528,از چه زمانی دوره خشکسالی آغاز شد؟
670193068920576528,فلات ایران در چه زمانی به وجود آمد؟
-5481283820367788617,عادل عبدالمهدی در چه سالی با رهبر ایران دیدار کرد؟
-5481283820367788617,عدالت عبدالمهدی در سال ۱۳۹۸ با چه کسی دیدار کرد؟
-5481283820367788617,برهم صالح در سال ۱۳۹۷ رئیس جمهور کدام کشور شد؟
-5481283820367788617,نام نخست وزیر عراق که سال ۱۳۹۸ با رهبر ایران دیدار کرد چه بود؟
-5481283820367788617,برهم صالح در چه سالی با سید علی خامنه‌ای دیدار داشت؟
-5481283820367788617,رئیس جمهور سال ۱۳۹۷ کشور عراق که بود؟
-5481283820367788617,برهم صالح در چه سالی رئیس جمهور عراق شد؟
-1943396416932045081,کتابی با عنوان راهبرد سیاست خارجی در چه سالی منتشر شد؟
-1943396416932045081,به اعتقاد خامنه‌ای بعد از چه رویدادی جنگ جهانی دوم دنیا سه قطبی شد؟
-1943396416932045081,جهان دو قطبی به چه معناست؟
-1943396416932045081,نام کتابی که بر اساس گفتارهای خامنه‌ای در جمع سفرا و نمایندگان ایرانی در جهان منتشر شد چیست؟
-1943396416932045081,کتابی که حاوی دیدگاه‌های خامنه‌ای در زمینه دیپلماسی هم در دوران ریاست جمهوری و هم رهبری وی می‌باشد چه نام دارد؟
5171555379044574683,انقلاب ایران در چه سالی پیروز شد؟
5171555379044574683,سید علی حسینی خامنه‌ در چه سالی متولد شد؟
5171555379044574683,روح‌الله خمینی در چه سالی فوت شد؟
5171555379044574683,سید علی حسینی خامنه معروف به چیست؟
5171555379044574683,فرمانده‌ی کل نیروهای مسلح ایران چه کسی است؟
5171555379044574683,بنیان‌گذار و رهبر فدائیان اسلام چه کسی بود؟
5171555379044574683,دومین رهبر جمهوری اسلامی چه کسی است؟
5171555379044574683,اولین دیدار سید علی خامنه‌ای با خمینی در چه سالی بود؟
-2587893428697318931,بزرگترین سروده‌های ادبیات پارسی در قالب مثنوی کدام است؟
-2587893428697318931,کتاب های کلیله و دمنه رودکی و آفرین نامه ابوشکور بلخی چه قالب شعری دارند؟ 
-2587893428697318931,کدام قالب شعری هر بیت دارای قافیه‌ای جداگانه است؟
-2587893428697318931, برای سرودن داستان‌ها و مطالب طولانی کدام قالب شعری کاربرد دارد؟
-2587893428697318931,قالب شعری مثنوی به چه معناست؟
-8812171154405435563,شرفنامه و اقبال‌نامه هموزن کدام اورنگ جامی است؟
-8812171154405435563,اورنگ سوم چه نام دارد؟
-8812171154405435563,کدام اورنگ بر وزن (مفعولُ مفاعلن مفاعیل نوشته شده؟
-8812171154405435563,نام اورنگ هفتم چیست؟ 
-8812171154405435563,اورنگ سوم با کدام مثنوی نظامی هموزن است؟
-8812171154405435563,اورنگ اول چه نام دارد؟
-8812171154405435563,نام اورنگ ششم چیست؟
-8812171154405435563,اورنگ پنجم چه نام دارد؟
-8812171154405435563,اورنگ چهارم به چه نامی خوانده می‌شود؟
-8812171154405435563,اورنگ دوم چه نام دارد؟
-8813220984607951837,در چه تاریخی حمله به عراق توسط نیک کلگ معاون نخست‌وزیر پادشاهی متحد (انگلستان) محکوم شد؟
-8813220984607951837,نظر فرانسیس فوکویاما درباره حمله آمریکا به عراق چه بود؟
7877156620742210156,طبق گفته نلسون، دلیل تمایل رئیس جمهور آمریکا به عراق چیست؟
7877156620742210156,دولت ایالات متحده از چه کسانی خواست که بغداد را ترک گویند؟
7877156620742210156,در سال ۲۰۰۳ معاون وزیر دفاع آمریکا چه کسی بود؟
7877156620742210156,این جمله از کیست؟ «به نظر ما دخالت نظامی بدترین راه‌حل است.»
7877156620742210156,در سال ۲۰۰۳ چند راهپیمایی بر ضد جنگ عراق انجام شد؟
7877156620742210156,چرا دولت ایالات متحده اعلام کرد که به همکاری با کشورهای ائتلاف ادامه خواهد داد؟
7877156620742210156,وزیر امور خارجه فرانسه در سال ۲۰۰۳ چه کسی بود؟
7877156620742210156,این جمله از کیست؟  «تنها چیزی که (آقای بوش) می‌خواهد نفت عراق است.»
7877156620742210156,چرا اریک شینسکی به چند صد هزار سرباز نیاز داشت؟
7982637892348072718,یکی از مهم‌ترین عملیات‌های دستگیری در سال۲۰۰۳ چه بود؟
7982637892348072718,صدام در چه روزی دستگیر شد؟
7982637892348072718,صدام توسط کدام گروه دستگیر شد؟
7982637892348072718,صدام در چه تاریخی دستگیر شد؟
7982637892348072718,صدام در کدام عملیات دستگیر شد؟
7982637892348072718,صدام در کدام منطقه دستگیر شد؟
7982637892348072718,عملیات دستگیری صدام چه نام داشت؟
-5776942238883558142,به آوازهای پس‌زمینه چه چیزی می‌گویند؟
-5776942238883558142,یک استثنا موسیقی را نام ببرید؟
-5776942238883558142,خواننده اصلی چه چیزی را برای یک آهنگ اجرا می‌کند؟
-5776942238883558142,به خواننده در زبان فارسی آفغانستان چه می‌گویند؟
-5776942238883558142,آغلب چه کسی با آلت‌های موسیقی همراه می‌شود؟
-5776942238883558142,خواننده از صدای خود برای ایجاد چه چیزی استفاده می‌کند؟
-5776942238883558142,در پنج‌قسمتهٔ بی‌ساز گاسپل بلندترین صدا متعلق به کیست؟
-5776942238883558142,چه کسی یک موسیقی‌دان است؟
-5776942238883558142,چه کسی آوازهای پشتیبان (پس‌زمینه) یا هارمونی را اجرا می‌کند؟
-5776942238883558142,خواننده اصلی در مقابل چه کسی قرار دارد؟
-5776942238883558142,چه چیزی اغلب ترکیبی از استعداد ذاتی  وآموزش حرفه‌ای است؟
7138195956977903555,گاز آرسین از ترکیب کدام گاز‌ها ایجاد می‌شود؟
7138195956977903555,تنفس گاز آرسین در چه مدت باعث مرگ انسان می‌شود؟
7138195956977903555,سمی‌ترین ترکیب آرسنیک کدام گاز است؟
-6551338021942433714,بیشتر نیاز بدن به فسفر از چه راهی تأمین میشود؟
-6551338021942433714,اگر زیر ۲۴ سال سن دارید یا اینکه حامله یا شیرده هستید روزانه به چقدر فسفر نیاز دارید؟
-6551338021942433714,افراد زیر ۲۴ سال،یا افراد حامله و یا شیرده روزانه به چند میلی گرم فسفر نیاز دارند؟
-6551338021942433714,چه کارهایی میتواند عدم تعادل بین کلسیم و فسفر بدن را اصلاح کند؟
4030634366863881628,زبان های اشاره با کلمه مرجعشان چه نوع ارتباطی ندارند؟
4030634366863881628,چه نوع زبانی تقلیدی نیست؟
4030634366863881628,تصویرگری در چه زبان‌هایی سازمان یافته تر و گسترده‌تر از زبان‌های گفتاری است؟
4030634366863881628,زبان‌های گفتاری از چه نوعی نیستند؟
4030634366863881628,اشارات از چه نوعی هستند؟
4030634366863881628,تصویرگری در زبان‌های اشاره سازمان یافته‌تر و گسترده‌تر از چه زبان‌هایی است؟
4030634366863881628,زبانهای اشاره مانند چه زبانهای از بخش های بی معنی به بخش های بامعنی سازماندهی می شوند؟
4030634366863881628,زبان های اشاره از قسمت های ابتدایی و بی معنی به چه بخشی هدایت و سازماندهی می شوند؟
4030634366863881628,زبان های اشاره با چه چیزی ارتباط عینی ندارند؟
4030634366863881628,چه زبان هایی با کلمه مرجعشان  ارتباط عینی ندارند؟
4030634366863881628,چه زبان‌هایی از نوع نام‌آوا نیستند؟
4030634366863881628,زبان های اشاره از چه بخشی به قسمت های بامعنی هدایت و سازماندهی می شود؟
5034194376488161451,در واپسین سال زندگی خود، لودویگ ویتگنشتاین مجددا به کار روی کدام کتاب می پردازد؟
5034194376488161451,پس از استعفا از مقام استادی، لودویگ ویتگنشتاین به نوشتن چه کتابی مشغول می شود؟
5034194376488161451,ویتگنشتاین در سال 1950 چه کتابی را نوشت؟
5034194376488161451,جمله ای که ویتگنشتاین پیش از مرگ می گوید چیست؟
5034194376488161451,ویتگنشتاین پس از سفری کوتاه به انگلستان نوشتن کدام کتاب را آغاز می کند؟ 
7302399281648289987,بولتزمان در چه سالی خودکشی کرد؟
7302399281648289987,آدولف هیتلر در کدام دبیرستان تحصیل کرده‌بود؟
7302399281648289987,ویتگنشتاین علاقمند بود نزد چه کسی فیزیک را مطالعه کند؟
7302399281648289987,برادر بزرگ ویتگنشتاین در چه سالی در هاوانا خودکشی کرد؟
7302399281648289987,ویتگنشتاین در کدام دبیرستان تحصیل کرد؟
2665057281742545189,پاراگوئه از جنوب و غرب با کدام کشور مرز دارد؟
2665057281742545189,سد یاکیرتا بر روی کدام رودخانه قرار دارد؟
2665057281742545189,پاراگوئه از شمال با کدام کشور مرز دارد؟
2665057281742545189,پاراگوئه از شرق با کدام کشور مرز دارد؟
2665057281742545189,کدام سد تمام برق مورد نیاز پاراگوئه را تامین می‌کند؟
2665057281742545189,کدام کشور بزرگترین صادرکننده‌ی نیروی برق آبی در نیا است؟
2665057281742545189,بزرگترین نیروگاه برق آبی جهان کدام سد است؟
2665057281742545189,سد ایتایپور بر روی کدام رودخانه قرار دارد؟
2665057281742545189,پاراگوئه در جنوب شرقی کدام رودخانه قرار گرفته‌است؟
336217100399949531,چند میلیون نفر از سربازان اروپایی به طور جدی زخمی شدند؟
336217100399949531,مرگبار ترین جنگ امریکا باعث مرگ چند نفر شد؟
336217100399949531,براساس سر شماری سال۱۸۶۰چند درصد از مردان سفید پوست بین ۱۳تا ۴۳کشته شدند؟
336217100399949531,چند میلیون سرباز اروپایی برای جنگ جهانی اول بسیج شده بودند ؟
1287078523824308313,کسانی که به بررسی رفتار نخستی سانان می پردازند چه نام دارند؟
1287078523824308313,زیست شناسان فعالیت های شبه جنگی میان گونه هارا چه میکنند؟
1287078523824308313,درگیری میان گروه ها بخشی از رفتار اجتماعی چه چیز هایی است؟
3209358823477213428,به اعتقاد چه کسی ایجاد پلیس در کشورها باعث کاهش جنگ و خشونت نسبت به جوامع اولیه است؟
3209358823477213428,در زمان سقوط یه حکومت دفاع از چه چیزی اهمیت می‌یابد؟
3209358823477213428, یک نیروی بازدارنده جنگ بین گروه‌ها در زمان‌های گذشته مشهور بودن به چه چیزی است؟
3209358823477213428,نام کتاب استیون پینکر چیست؟
3989627412477873501,طالبان صلح را از چه طریق می توان به مزایده رهبران درآورد؟
3989627412477873501,چه کسانی به طور طبیعی نمی خواهند جنگ میان کشورهابه وجودآید؟
3989627412477873501,چه کسانی همیشه از رهبران اطاعت می کنند؟
3989627412477873501,درهرجامعه چه کسانی سیاست راتوصیف می کنند؟
3989627412477873501,از چه طریق مردم را می توان به مزایده رهبران آورد؟
6524706725876767943,طبقات اقتصادی بر مبنای چه چیزی تفکیک میشوند؟
6524706725876767943,پایه های اصلی اختلافات طبقاتی را تعریف کنید؟.
6524706725876767943,کشوری را نام ببرید که از گذشته تا کنون هیچ اختلاف طبقاتی ای نداشته و شرایط برابری را برای افراد جامعه ی خود مهیا کرده است.
6524706725876767943,در جامعه چه کسانی طبقات بالا را در بر دارند؟
6524706725876767943,طبقات اجتماعی به چه چیزی بستگی دارند؟
-3488119015654027542,نام دیگر کنترل عملی چیست؟
-3488119015654027542,تا سال ۲۰۰۵ چند اسرائیلی در شهرک‌های منطقه غزه می‌زیستند؟
-3488119015654027542,منطقه فلسطین تا چه زمانی در اشغال نظامی رسمی اسرائیل بود؟
